UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,LATITUD,LONGITUD
130804,HUANCASPATA,PATAZ,LA LIBERTAD,-8.459953444,-77.26396724
021103,CULEBRAS,HUARMEY,ANCASH,-9.94454689,-78.21295929
101101,CHAVINILLO,YAROWILCA,HUÁNUCO,-9.859212786,-76.59799981
240302,AGUAS VERDES,ZARUMILLA,TUMBES,-3.50833199,-80.24496765
050610,LLAUTA,LUCANAS,AYACUCHO,-14.2436676,-74.92008209
150902,ANDAJES,OYON,LIMA,-10.80468249,-76.88586807
130907,SARIN,SANCHEZ CARRION,LA LIBERTAD,-7.937389493,-77.92457199
040402,ANDAGUA,CASTILLA,AREQUIPA,-15.49894905,-72.35562134
211306,TINICACHI,YUNGUYO,PUNO,-16.1985054,-68.96205139
030712,VILCABAMBA,GRAU,APURÍMAC,-14.07782555,-72.62507629
021806,NEPEÑA,SANTA,ANCASH,-9.182925311,-78.33552343
210204,ASILLO,AZANGARO,PUNO,-14.75220927,-70.35189738
010305,CUISPES,BONGARA,AMAZONAS,-5.914101887,-77.93677979
130610,PARANDAY,OTUZCO,LA LIBERTAD,-7.886456649,-78.71057765
150702,ANTIOQUIA,HUAROCHIRI,LIMA,-12.04437542,-76.62030029
120429,SAN PEDRO DE CHUNAN,JAUJA,JUNÍN,-11.7247235,-75.48546092
120136,VIQUES,HUANCAYO,JUNÍN,-12.1649278,-75.23249054
240104,PAMPAS DE HOSPITAL,TUMBES,TUMBES,-3.709653689,-80.42817688
010605,LIMABAMBA,RODRIGUEZ DE MENDOZA,AMAZONAS,-6.496166945,-77.54857635
080702,CAPACMARCA,CHUMBIVILCAS,CUSCO,-14.05315447,-72.02258301
010612,VISTA ALEGRE,RODRIGUEZ DE MENDOZA,AMAZONAS,-6.150550842,-77.30338287
020905,LA PAMPA,CORONGO,ANCASH,-8.664652348,-77.89385033
050621,SANTA LUCIA,LUCANAS,AYACUCHO,-15.047019,-74.50344849
060701,BAMBAMARCA,HUALGAYOC,CAJAMARCA,-6.705860159,-78.50500103
150812,VEGUETA,HUAURA,LIMA,-10.97310732,-77.6303385
130604,CHARAT,OTUZCO,LA LIBERTAD,-7.807068793,-78.4721522
100104,CHURUBAMBA,HUÁNUCO,HUÁNUCO,-9.777218773,-76.19377427
100804,UMARI,PACHITEA,HUÁNUCO,-9.870718193,-76.0255427
020608,SAN MIGUEL DE ACO,CARHUAZ,ANCASH,-9.362504959,-77.54742432
240106,SAN JUAN DE LA VIRGEN,TUMBES,TUMBES,-3.632121146,-80.43078804
051006,CAYARA,VICTOR FAJARDO,AYACUCHO,-13.79555035,-73.99067688
010403,RIO SANTIAGO,CONDORCANQUI,AMAZONAS,-3.889146268,-77.76084137
060308,OXAMARCA,CELENDIN,CAJAMARCA,-7.055898094,-78.07916718
211302,ANAPIA,YUNGUYO,PUNO,-16.32267857,-68.85256958
150108,CHORRILLOS,LIMA,LIMA,-12.17442894,-77.02481842
250401,PURUS,PURUS,UCAYALI,-9.772644043,-70.7098465
010307,JAZAN,BONGARA,AMAZONAS,-5.948590922,-77.98728714
200114,TAMBO GRANDE,PIURA,PIURA,-4.901598444,-80.35227306
060112,SAN JUAN,CAJAMARCA,CAJAMARCA,-7.277516286,-78.50002755
050108,QUINUA,HUAMANGA,AYACUCHO,-13.06832635,-74.14218998
100208,TOMAY KICHWA,AMBO,HUÁNUCO,-10.07056537,-76.20315431
110210,SUNAMPE,CHINCHA,ICA,-13.43095452,-76.16747611
131002,ANGASMARCA,SANTIAGO DE CHUCO,LA LIBERTAD,-8.122242791,-78.0538123
040311,LOMAS,CARAVELI,AREQUIPA,-15.40094471,-74.89516068
040303,ATICO,CARAVELI,AREQUIPA,-16.22471237,-73.62120438
160801,PUTUMAYO,PUTUMAYO,LORETO,-2.449649811,-72.65561676
150111,EL AGUSTINO,LIMA,LIMA,-12.0434618,-76.99877167
150103,ATE,LIMA,LIMA,-12.02571964,-76.92420959
021001,HUARI,HUARI,ANCASH,-9.315368921,-77.17545295
150502,ASIA,CAÑETE,LIMA,-12.78118882,-76.58306998
010202,ARAMANGO,BAGUA,AMAZONAS,-5.436345986,-78.43607003
200308,SONDORILLO,HUANCABAMBA,PIURA,-5.340946198,-79.46687012
051103,CARHUANCA,VILCAS HUAMAN,AYACUCHO,-13.74772406,-73.79711151
021709,TAPACOCHA,RECUAY,ANCASH,-10.00441694,-77.57446671
210606,ROSASPATA,HUANCANE,PUNO,-15.2159977,-69.47526932
061104,CATILLUC,SAN MIGUEL,CAJAMARCA,-6.797559977,-78.76781845
050612,OCAÑA,LUCANAS,AYACUCHO,-14.36834955,-74.80007935
200503,ARENAL,PAITA,PIURA,-4.900835037,-81.02523041
090509,SAN PEDRO DE CORIS,CHURCAMPA,HUANCAVELICA,-12.59532642,-74.41964467
120419,MONOBAMBA,JAUJA,JUNÍN,-11.36067486,-75.32795715
200507,VICHAYAL,PAITA,PIURA,-4.864456654,-81.07183075
160702,CAHUAPANAS,DATEM DEL MARAÑON,LORETO,-5.344348907,-76.92145538
120422,PACA,JAUJA,JUNÍN,-11.6919241,-75.52502136
040601,CHUQUIBAMBA,CONDESUYOS,AREQUIPA,-15.83033895,-72.64692841
230408,TICACO,TARATA,TACNA,-17.43707689,-70.04743958
240101,TUMBES,TUMBES,TUMBES,-3.551926647,-80.41350664
250107,MANANTAY,CORONEL PORTILLO,UCAYALI,-8.439033127,-74.53781281
101103,CHACABAMBA,YAROWILCA,HUÁNUCO,-9.890237384,-76.61880366
050904,CHILCAYOC,SUCRE,AYACUCHO,-13.88271713,-73.72753143
120412,JULCAN,JAUJA,JUNÍN,-11.76405716,-75.43026733
040313,YAUCA,CARAVELI,AREQUIPA,-15.66168118,-74.52744293
030212,SAN ANTONIO DE CACHI,ANDAHUAYLAS,APURÍMAC,-13.79300626,-73.63239543
040403,AYO,CASTILLA,AREQUIPA,-15.68237495,-72.27243042
040515,SIBAYO,CAYLLOMA,AREQUIPA,-15.48657036,-71.4573822
220705,PUCACACA,PICOTA,SAN MARTÍN,-6.858854793,-76.32522619
081208,LUCRE,QUISPICANCHI,CUSCO,-13.61573452,-71.72674476
120604,MAZAMARI,SATIPO,JUNÍN,-11.31867569,-74.50976389
200705,LOS ORGANOS,TALARA,PIURA,-4.166741371,-81.12615128
051101,VILCAS HUAMAN,VILCAS HUAMAN,AYACUCHO,-13.65184426,-73.93672434
050604,CARMEN SALCEDO,LUCANAS,AYACUCHO,-14.38749409,-73.96214294
150118,LURIGANCHO,LIMA,LIMA,-11.93741035,-76.70381165
030210,PAMPACHIRI,ANDAHUAYLAS,APURÍMAC,-14.18707561,-73.54451752
021708,PARARIN,RECUAY,ANCASH,-10.04658604,-77.67504501
030702,CURPAHUASI,GRAU,APURÍMAC,-14.04315281,-72.63820267
150405,LACHAQUI,CANTA,LIMA,-11.55290222,-76.62718201
120120,HUASICANCHA,HUANCAYO,JUNÍN,-12.33185673,-75.28217316
230301,LOCUMBA,JORGE BASADRE,TACNA,-17.61682268,-70.78694985
130401,CHEPEN,CHEPEN,LA LIBERTAD,-7.270282355,-79.38622353
030101,ABANCAY,ABANCAY,APURÍMAC,-13.63519508,-72.88523379
081303,HUAYLLABAMBA,URUBAMBA,CUSCO,-13.34060367,-72.06556384
050402,AYAHUANCO,HUANTA,AYACUCHO,-12.50474429,-74.39566612
220509,SHANAO,LAMAS,SAN MARTÍN,-6.40060867,-76.58358903
200208,SAPILLICA,AYABACA,PIURA,-4.821030736,-79.98479843
021504,HUACASCHUQUE,PALLASCA,ANCASH,-8.298246225,-78.00176239
100502,ARANCAY,HUAMALIES,HUÁNUCO,-9.171587944,-76.75021362
150303,GORGOR,CAJATAMBO,LIMA,-10.62188435,-77.04139709
150703,CALLAHUANCA,HUAROCHIRI,LIMA,-11.82647896,-76.61853027
120104,CARHUACALLANGA,HUANCAYO,JUNÍN,-12.35455036,-75.20339203
020501,CHIQUIAN,BOLOGNESI,ANCASH,-10.15235678,-77.16687063
050508,TAMBO,LA MAR,AYACUCHO,-12.93864898,-74.00487913
150803,CALETA DE CARQUIN,HUAURA,LIMA,-11.08925772,-77.62208939
170103,LAS PIEDRAS,TAMBOPATA,MADRE DE DIOS,-12.4467183,-69.15975259
080901,SANTA ANA,LA CONVENCION,CUSCO,-12.85916904,-72.7090067
050703,CORONEL CASTAÑEDA,PARINACOCHAS,AYACUCHO,-14.77696466,-73.24024963
200502,AMOTAPE,PAITA,PIURA,-4.887292067,-81.00992076
010603,COCHAMAL,RODRIGUEZ DE MENDOZA,AMAZONAS,-6.390603185,-77.60173225
220807,SAN FERNANDO,RIOJA,SAN MARTÍN,-5.884983957,-77.28002167
150732,SURCO,HUAROCHIRI,LIMA,-11.88799604,-76.43903859
081002,ACCHA,PARURO,CUSCO,-13.9583594,-71.84712219
010705,JAMALCA,UTCUBAMBA,AMAZONAS,-5.92344042,-78.20279459
010402,EL CENEPA,CONDORCANQUI,AMAZONAS,-4.448961449,-78.31537476
050101,AYACUCHO,HUAMANGA,AYACUCHO,-13.15045977,-74.19748688
250101,CALLERIA,CORONEL PORTILLO,UCAYALI,-8.322755857,-74.48606664
061102,BOLIVAR,SAN MIGUEL,CAJAMARCA,-6.976809025,-79.17800903
061103,CALQUIS,SAN MIGUEL,CAJAMARCA,-6.959455872,-78.85412598
020205,SUCCHA,AIJA,ANCASH,-9.823254585,-77.65003204
110201,CHINCHA ALTA,CHINCHA,ICA,-13.41759682,-76.13259125
090309,JULCAMARCA,ANGARAES,HUANCAVELICA,-13.01515961,-74.44541168
180202,CHOJATA,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.42774487,-70.72272491
010111,LEVANTO,CHACHAPOYAS,AMAZONAS,-6.308189869,-77.8992691
021301,PISCOBAMBA,MARISCAL LUZURIAGA,ANCASH,-8.870290217,-77.3614691
030415,TINTAY,AYMARAES,APURÍMAC,-13.90689581,-73.12446247
010606,LONGAR,RODRIGUEZ DE MENDOZA,AMAZONAS,-6.366242019,-77.54387179
051005,CANARIA,VICTOR FAJARDO,AYACUCHO,-13.96202219,-73.94275254
090108,IZCUCHACA,HUANCAVELICA,HUANCAVELICA,-12.49995839,-75.00560414
040518,TUTI,CAYLLOMA,AREQUIPA,-15.53282928,-71.54984283
050702,CHUMPI,PARINACOCHAS,AYACUCHO,-15.13207245,-73.76943207
080504,LANGUI,CANAS,CUSCO,-14.3783287,-71.32248383
030713,VIRUNDO,GRAU,APURÍMAC,-14.25080013,-72.68077087
060402,ANGUIA,CHOTA,CAJAMARCA,-6.334822416,-78.59800148
190102,HUACHON,PASCO,PASCO,-10.63914967,-75.84277344
120699,MAZAMARI-PANGOA,SATIPO,JUNÍN,-11.38693674,-74.45873084
040505,CAYLLOMA,CAYLLOMA,AREQUIPA,-14.96718756,-71.852506
080608,TINTA,CANCHIS,CUSCO,-14.14668894,-71.38959185
090302,ANCHONGA,ANGARAES,HUANCAVELICA,-12.87830387,-74.69988905
100207,SAN RAFAEL,AMBO,HUÁNUCO,-10.30658497,-76.14740684
160503,CAPELO,REQUENA,LORETO,-5.353833993,-74.11344401
080503,KUNTURKANKI,CANAS,CUSCO,-14.5332613,-71.30654144
050903,CHALCOS,SUCRE,AYACUCHO,-13.84781933,-73.75348663
040307,CHALA,CARAVELI,AREQUIPA,-15.85653162,-74.25025558
030603,COCHARCAS,CHINCHEROS,APURÍMAC,-13.61102581,-73.73916626
040807,QUECHUALLA,LA UNION,AREQUIPA,-15.27404118,-73.02204132
090102,ACOBAMBILLA,HUANCAVELICA,HUANCAVELICA,-12.66774559,-75.3239212
160706,ANDOAS,DATEM DEL MARAÑON,LORETO,-2.920539697,-76.45416133
010509,LUYA,LUYA,AMAZONAS,-6.163862811,-77.98015849
021503,CONCHUCOS,PALLASCA,ANCASH,-8.213106155,-77.67192586
210701,LAMPA,LAMPA,PUNO,-15.36456856,-70.37980012
170102,INAMBARI,TAMBOPATA,MADRE DE DIOS,-13.04527228,-70.30380031
021903,ALFONSO UGARTE,SIHUAS,ANCASH,-8.455080032,-77.42923737
081203,CAMANTI,QUISPICANCHI,CUSCO,-13.20674038,-70.64764786
150123,PACHACAMAC,LIMA,LIMA,-12.22877216,-76.8598175
131008,SITABAMBA,SANTIAGO DE CHUCO,LA LIBERTAD,-8.023310661,-77.73155212
180211,YUNGA,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.1950531,-70.67804718
100604,JOSE CRESPO Y CASTILLO,LEONCIO PRADO,HUÁNUCO,-9.00498867,-76.06770192
080706,LLUSCO,CHUMBIVILCAS,CUSCO,-14.40881616,-72.12405604
021901,SIHUAS,SIHUAS,ANCASH,-8.540109673,-77.62646576
100507,MONZON,HUAMALIES,HUÁNUCO,-9.226767921,-76.2512381
200603,IGNACIO ESCUDERO,SULLANA,PIURA,-4.834612751,-80.88095016
010310,SHIPASBAMBA,BONGARA,AMAZONAS,-5.893305779,-78.07580566
140120,TUMAN,CHICLAYO,LAMBAYEQUE,-6.764205864,-79.68878174
130806,HUAYO,PATAZ,LA LIBERTAD,-8.011818568,-77.61003198
150807,LEONCIO PRADO,HUAURA,LIMA,-11.06017685,-76.92971802
120909,YANACANCHA,CHUPACA,JUNÍN,-12.19415538,-75.39361572
010206,LA PECA,BAGUA,AMAZONAS,-5.607651082,-78.43582604
210801,AYAVIRI,MELGAR,PUNO,-14.90382259,-70.5989309
120304,SAN LUIS DE SHUARO,CHANCHAMAYO,JUNÍN,-10.86385754,-75.26717486
080908,SANTA TERESA,LA CONVENCION,CUSCO,-13.12764796,-72.64594269
150901,OYON,OYON,LIMA,-10.69346476,-76.78327866
090608,QUERCO,HUAYTARA,HUANCAVELICA,-13.97649908,-74.97551346
150511,PACARAN,CAÑETE,LIMA,-12.87128282,-76.05287933
051004,ASQUIPATA,VICTOR FAJARDO,AYACUCHO,-14.09213305,-73.94306374
090407,HUACHOS,CASTROVIRREYNA,HUANCAVELICA,-13.22399378,-75.5273056
130105,LA ESPERANZA,TRUJILLO,LA LIBERTAD,-8.078220367,-79.04547882
090202,ANDABAMBA,ACOBAMBA,HUANCAVELICA,-12.68360825,-74.654422
130101,TRUJILLO,TRUJILLO,LA LIBERTAD,-8.132503782,-79.01237161
060409,HUAMBOS,CHOTA,CAJAMARCA,-6.438722079,-78.96587342
210402,DESAGUADERO,CHUCUITO,PUNO,-16.57069244,-69.07029572
050608,LARAMATE,LUCANAS,AYACUCHO,-14.28636265,-74.84278107
040401,APLAO,CASTILLA,AREQUIPA,-16.04793634,-72.48604813
120801,LA OROYA,YAULI,JUNÍN,-11.5723032,-75.90446014
100105,MARGOS,HUÁNUCO,HUÁNUCO,-10.01187396,-76.50946426
020906,YANAC,CORONGO,ANCASH,-8.617899895,-77.86361694
150608,PACARAOS,HUARAL,LIMA,-11.18552494,-76.64726257
150724,SAN PEDRO DE CASTA,HUAROCHIRI,LIMA,-11.75903702,-76.59638214
230107,PALCA,TACNA,TACNA,-17.68337917,-69.77510262
080105,SAN SEBASTIAN,CUSCO,CUSCO,-13.5376713,-71.92673747
020511,LA PRIMAVERA,BOLOGNESI,ANCASH,-10.30492115,-77.11059697
210207,JOSE DOMINGO CHOQUEHUANCA,AZANGARO,PUNO,-15.03694861,-70.33607265
060312,LA LIBERTAD DE PALLAN,CELENDIN,CAJAMARCA,-6.7260777,-78.27274551
100311,MARIAS,DOS DE MAYO,HUÁNUCO,-9.599035501,-76.56719589
040414,VIRACO,CASTILLA,AREQUIPA,-15.65779781,-72.52481842
010401,NIEVA,CONDORCANQUI,AMAZONAS,-4.715872701,-77.90502777
100901,PUERTO INCA,PUERTO INCA,HUÁNUCO,-9.374256134,-75.00032425
060405,CHIMBAN,CHOTA,CAJAMARCA,-6.289024512,-78.48083242
021808,SANTA,SANTA,ANCASH,-8.987973966,-78.61823755
050804,LAMPA,PAUCAR DEL SARA SARA,AYACUCHO,-15.22214142,-73.34530767
040104,CERRO COLORADO,AREQUIPA,AREQUIPA,-16.36637524,-71.59156581
200107,CURA MORI,PIURA,PIURA,-5.34400034,-80.66234016
210608,VILQUE CHICO,HUANCANE,PUNO,-15.19450707,-69.6852612
220401,SAPOSOA,HUALLAGA,SAN MARTÍN,-6.91633632,-76.80461953
150201,BARRANCA,BARRANCA,LIMA,-10.74070442,-77.74349594
010311,VALERA,BONGARA,AMAZONAS,-6.047410806,-77.90933482
150402,ARAHUAY,CANTA,LIMA,-11.62125301,-76.67041016
040412,UÑON,CASTILLA,AREQUIPA,-15.72852421,-72.43228912
100402,CANCHABAMBA,HUACAYBAMBA,HUÁNUCO,-8.880148615,-77.12042345
130801,TAYABAMBA,PATAZ,LA LIBERTAD,-8.268182975,-77.29759627
050704,PACAPAUSA,PARINACOCHAS,AYACUCHO,-14.94924259,-73.36804962
120432,TUNAN MARCA,JAUJA,JUNÍN,-11.73429966,-75.57807922
130201,ASCOPE,ASCOPE,LA LIBERTAD,-7.719317118,-79.10303025
120134,SICAYA,HUANCAYO,JUNÍN,-11.99824015,-75.28418308
120427,RICRAN,JAUJA,JUNÍN,-11.53787613,-75.53803635
090305,CHINCHO,ANGARAES,HUANCAVELICA,-12.98768663,-74.41838074
150127,PUNTA NEGRA,LIMA,LIMA,-12.36626244,-76.79473114
100108,SAN PEDRO DE CHAULAN,HUÁNUCO,HUÁNUCO,-10.05670071,-76.48558807
050908,SAN PEDRO DE LARCAY,SUCRE,AYACUCHO,-14.1697588,-73.5760498
010304,COROSHA,BONGARA,AMAZONAS,-5.827859436,-77.82378387
200701,PARIÑAS,TALARA,PIURA,-4.576011521,-81.22252437
110503,HUMAY,PISCO,ICA,-13.72696371,-75.92504883
120127,QUICHUAY,HUANCAYO,JUNÍN,-11.88471341,-75.2798996
200307,SONDOR,HUANCABAMBA,PIURA,-5.391553799,-79.39038086
040406,CHOCO,CASTILLA,AREQUIPA,-15.57688808,-72.12906647
100802,CHAGLLA,PACHITEA,HUÁNUCO,-9.78623422,-75.85422007
150107,CHACLACAYO,LIMA,LIMA,-11.9783802,-76.76434326
040804,HUAYNACOTAS,LA UNION,AREQUIPA,-15.12718201,-72.8103714
080304,CHINCHAYPUJIO,ANTA,CUSCO,-13.60174322,-72.24177933
200203,JILILI,AYABACA,PIURA,-4.587081909,-79.79982376
030701,CHUQUIBAMBILLA,GRAU,APURÍMAC,-14.10753625,-72.71675518
021601,POMABAMBA,POMABAMBA,ANCASH,-8.809633437,-77.46704853
210406,POMATA,CHUCUITO,PUNO,-16.33605911,-69.25331301
010513,OCUMAL,LUYA,AMAZONAS,-6.321867228,-78.19540215
110112,SUBTANJALLA,ICA,ICA,-14.01962798,-75.7585362
040115,QUEQUEÑA,AREQUIPA,AREQUIPA,-16.55432574,-71.46172333
210808,SANTA ROSA,MELGAR,PUNO,-14.61666247,-70.81157837
120205,COCHAS,CONCEPCION,JUNÍN,-11.64270926,-75.10634613
040519,YANQUE,CAYLLOMA,AREQUIPA,-15.67331529,-71.57888985
030710,SANTA ROSA,GRAU,APURÍMAC,-14.14001656,-72.65680695
010119,SAN ISIDRO DE MAINO,CHACHAPOYAS,AMAZONAS,-6.336919785,-77.88015747
100605,LUYANDO,LEONCIO PRADO,HUÁNUCO,-9.233384002,-75.9632173
090312,SECCLLA,ANGARAES,HUANCAVELICA,-13.0504272,-74.51747704
060807,POMAHUACA,JAEN,CAJAMARCA,-5.845823765,-79.15089874
150718,SAN DAMIAN,HUAROCHIRI,LIMA,-12.01736164,-76.3917923
051010,HUAYA,VICTOR FAJARDO,AYACUCHO,-13.86933002,-73.94456863
081204,CCARHUAYO,QUISPICANCHI,CUSCO,-13.61771134,-71.33786556
210114,TIQUILLACA,PUNO,PUNO,-15.76406956,-70.17563629
150705,CHICLA,HUAROCHIRI,LIMA,-11.68234825,-76.25665792
080601,SICUANI,CANCHIS,CUSCO,-14.25192421,-71.23283257
061001,PEDRO GALVEZ,SAN MARCOS,CAJAMARCA,-7.337856948,-78.1575009
060403,CHADIN,CHOTA,CAJAMARCA,-6.448125076,-78.41085663
022002,CASCAPARA,YUNGAY,ANCASH,-9.417253017,-77.91073608
010508,LONYA CHICO,LUYA,AMAZONAS,-6.212045431,-78.01874924
120406,CURICACA,JAUJA,JUNÍN,-11.78437576,-75.62276001
200504,COLAN,PAITA,PIURA,-4.915453196,-81.08880615
210113,SAN ANTONIO,PUNO,PUNO,-16.14031792,-70.34382629
040201,CAMANA,CAMANA,AREQUIPA,-16.62491417,-72.71160126
150141,SURQUILLO,LIMA,LIMA,-12.11381817,-77.00811005
021906,HUAYLLABAMBA,SIHUAS,ANCASH,-8.545394841,-77.55197233
210607,TARACO,HUANCANE,PUNO,-15.29493414,-69.94781312
220505,CUÑUMBUQUI,LAMAS,SAN MARTÍN,-6.590371052,-76.48159663
250301,PADRE ABAD,PADRE ABAD,UCAYALI,-8.990778732,-75.49056854
120810,YAULI,YAULI,JUNÍN,-11.68440342,-76.07778507
140311,SAN JOSE,LAMBAYEQUE,LAMBAYEQUE,-6.76741298,-79.94330851
150701,MATUCANA,HUAROCHIRI,LIMA,-11.85256715,-76.4053102
030107,PICHIRHUA,ABANCAY,APURÍMAC,-13.77488056,-73.0164554
040802,ALCA,LA UNION,AREQUIPA,-15.13005471,-72.7568531
120433,YAULI,JAUJA,JUNÍN,-11.69379258,-75.46184158
211001,PUTINA,SAN ANTONIO DE PUTINA,PUNO,-14.92139165,-69.86118317
021406,CONGAS,OCROS,ANCASH,-10.3331543,-77.44284973
060611,SANTA CRUZ,CUTERVO,CAJAMARCA,-6.097480456,-78.8429807
100501,LLATA,HUAMALIES,HUÁNUCO,-9.56038739,-76.83011815
021206,PAMPAROMAS,HUAYLAS,ANCASH,-9.093299389,-77.97507858
030103,CIRCA,ABANCAY,APURÍMAC,-13.9015851,-72.89398193
120133,SAPALLANGA,HUANCAYO,JUNÍN,-12.13454907,-75.17078345
230403,ESTIQUE,TARATA,TACNA,-17.54179955,-70.01850891
010114,MOLINOPAMPA,CHACHAPOYAS,AMAZONAS,-6.209237576,-77.61964162
150140,SANTIAGO DE SURCO,LIMA,LIMA,-12.15073967,-77.00798798
020506,CANIS,BOLOGNESI,ANCASH,-10.33405526,-77.18371073
131007,SANTA CRUZ DE CHUCA,SANTIAGO DE CHUCO,LA LIBERTAD,-8.129298687,-78.13310432
190207,TAPUC,DANIEL ALCIDES CARRION,PASCO,-10.41633039,-76.47061793
030106,LAMBRAMA,ABANCAY,APURÍMAC,-13.83214664,-72.78351288
150401,CANTA,CANTA,LIMA,-11.4605186,-76.61613941
101005,RONDOS,LAURICOCHA,HUÁNUCO,-9.959838867,-76.6784984
100401,HUACAYBAMBA,HUACAYBAMBA,HUÁNUCO,-9.027213573,-76.96909523
040117,SACHACA,AREQUIPA,AREQUIPA,-16.43042692,-71.5806249
030218,TURPO,ANDAHUAYLAS,APURÍMAC,-13.793854,-73.48386765
150512,QUILMANA,CAÑETE,LIMA,-12.96512173,-76.38497049
150109,CIENEGUILLA,LIMA,LIMA,-12.05494726,-76.73696232
090706,DANIEL HERNANDEZ,TAYACAJA,HUANCAVELICA,-12.35862117,-74.83945974
110504,INDEPENDENCIA,PISCO,ICA,-13.68669027,-76.02389043
151017,HUAÑEC,YAUYOS,LIMA,-12.29271126,-76.13691711
060111,NAMORA,CAJAMARCA,CAJAMARCA,-7.187294483,-78.31222449
080707,QUIÑOTA,CHUMBIVILCAS,CUSCO,-14.27334762,-72.12141228
030704,HUAYLLATI,GRAU,APURÍMAC,-13.923419,-72.48814774
190203,GOYLLARISQUIZGA,DANIEL ALCIDES CARRION,PASCO,-10.4737463,-76.40859985
050601,PUQUIO,LUCANAS,AYACUCHO,-14.69832172,-74.11862129
080902,ECHARATE,LA CONVENCION,CUSCO,-12.43033412,-72.8585707
021308,MUSGA,MARISCAL LUZURIAGA,ANCASH,-8.901290924,-77.34222707
050205,PARAS,CANGALLO,AYACUCHO,-13.4775722,-74.75396919
230401,TARATA,TARATA,TACNA,-17.47283088,-70.02388
211303,COPANI,YUNGUYO,PUNO,-16.39865494,-69.05252838
010104,CHETO,CHACHAPOYAS,AMAZONAS,-6.255577564,-77.70037842
020306,SAN JUAN DE RONTOY,ANTONIO RAYMONDI,ANCASH,-9.219620705,-77.04418182
120418,MOLINOS,JAUJA,JUNÍN,-11.57598972,-75.33297729
130207,SANTIAGO DE CAO,ASCOPE,LA LIBERTAD,-7.925401324,-79.22233727
140302,CHOCHOPE,LAMBAYEQUE,LAMBAYEQUE,-6.157775402,-79.64808655
130205,PAIJAN,ASCOPE,LA LIBERTAD,-7.729897793,-79.31469932
060304,HUASMIN,CELENDIN,CAJAMARCA,-6.82809999,-78.27765427
130703,JEQUETEPEQUE,PACASMAYO,LA LIBERTAD,-7.338605819,-79.5400656
160605,SARAYACU,UCAYALI,LORETO,-6.163691248,-74.97578267
021706,MARCA,RECUAY,ANCASH,-10.12050465,-77.47691454
120111,CHUPURO,HUANCAYO,JUNÍN,-12.161551,-75.25079536
160604,PAMPA HERMOSA,UCAYALI,LORETO,-7.144608212,-75.26366577
021003,CAJAY,HUARI,ANCASH,-9.324800264,-77.15343039
220506,PINTO RECODO,LAMAS,SAN MARTÍN,-6.301500651,-76.65222579
080106,SANTIAGO,CUSCO,CUSCO,-13.56733847,-71.98127937
050606,CHIPAO,LUCANAS,AYACUCHO,-14.37569904,-73.87978554
150721,SAN LORENZO DE QUINTI,HUAROCHIRI,LIMA,-12.14513588,-76.21260834
050506,LUIS CARRANZA,LA MAR,AYACUCHO,-13.22884655,-73.89427948
010511,MARIA,LUYA,AMAZONAS,-6.429766178,-77.96170044
150304,HUANCAPON,CAJATAMBO,LIMA,-10.52399778,-77.08435059
061110,SAN GREGORIO,SAN MIGUEL,CAJAMARCA,-7.039260864,-79.10163498
110205,EL CARMEN,CHINCHA,ICA,-13.52965838,-76.10870278
010601,SAN NICOLAS,RODRIGUEZ DE MENDOZA,AMAZONAS,-6.402732213,-77.47165553
021014,SAN MARCOS,HUARI,ANCASH,-9.536157358,-77.12626666
010504,COLCAMAR,LUYA,AMAZONAS,-6.315054099,-77.96846517
060106,JESUS,CAJAMARCA,CAJAMARCA,-7.256724358,-78.38350875
211209,ALTO INAMBARI,SANDIA,PUNO,-14.06117884,-69.26333618
110505,PARACAS,PISCO,ICA,-13.81318121,-76.20153732
030301,ANTABAMBA,ANTABAMBA,APURÍMAC,-14.36434587,-72.87765757
050911,SORAS,SUCRE,AYACUCHO,-14.11539459,-73.6056366
140107,LAGUNAS,CHICLAYO,LAMBAYEQUE,-6.986247122,-79.62277031
090719,QUICHUAS,TAYACAJA,HUANCAVELICA,-12.45775953,-74.75603983
220903,CACATACHI,SAN MARTÍN,SAN MARTÍN,-6.4620024,-76.44225508
050605,CHAVIÑA,LUCANAS,AYACUCHO,-14.99664261,-73.83629409
030214,SAN MIGUEL DE CHACCRAMPA,ANDAHUAYLAS,APURÍMAC,-13.94888932,-73.60304042
220806,POSIC,RIOJA,SAN MARTÍN,-6.013414979,-77.16381836
151001,YAUYOS,YAUYOS,LIMA,-12.47607279,-75.91490173
210809,UMACHIRI,MELGAR,PUNO,-14.85999465,-70.72044945
021208,SANTA CRUZ,HUAYLAS,ANCASH,-8.959418774,-77.80335999
130303,CONDORMARCA,BOLIVAR,LA LIBERTAD,-7.554916064,-77.60743713
080704,COLQUEMARCA,CHUMBIVILCAS,CUSCO,-14.29111045,-72.0406258
160108,PUNCHANA,MAYNAS,LORETO,-3.700717974,-73.25586853
150136,SAN MIGUEL,LIMA,LIMA,-12.09006023,-77.08664703
060609,SAN JUAN DE CUTERVO,CUTERVO,CAJAMARCA,-6.160722256,-78.59838613
220402,ALTO SAPOSOA,HUALLAGA,SAN MARTÍN,-6.763818741,-76.81713613
